,Estado,Cidade,Valor_aluguel,Valor_condomínio,Valor_iptu,Área_total,Qt_quartos,Qt_vagas,Qt_banheiros,Academia,Acesso_para_deficientes,Ar_condicionado,Área_de_serviço,Armário_embutido,Armário_na_cozinha,Bicicletário,Churrasqueira,Circuito_de_segurança,Conexão_à_internet,Elevador,Espaço_gourmet,Garagem,Interfone,Lavanderia,Mobiliado,Piscina,Playground,Quadra_de_tênis,Quadra_poliesportiva,Salão_de_festas,Sauna,Segurança_24h,Sistema_de_alarme,Spa,Varanda
7167,rj,rio-de-janeiro,1600.0,866.0,96.0,60.0,2.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7765,go,goiania,1600.0,280.0,0.0,58.0,2.0,1.0,2.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0
14884,ce,fortaleza,1200.0,316.0,473.0,80.0,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2280,ms,campo-grande,2500.0,769.0,5068.0,116.0,3.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0
14363,pr,curitiba,1700.0,696.0,0.0,164.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9622,ba,salvador,800.0,170.0,30.0,40.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,sp,sao-paulo,4800.0,700.0,350.0,90.0,3.0,2.0,3.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
16571,pe,recife,1789.0,0.0,0.0,46.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
979,mg,belo horizonte,1950.0,500.0,125.0,130.0,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
15191,ce,fortaleza,2500.0,1100.0,0.0,155.0,3.0,3.0,5.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3819,mt,cuiaba,1050.0,250.0,0.0,50.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19146,rn,natal,700.0,80.0,66.0,40.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10779,sc,florianopolis,2400.0,620.0,168.0,84.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13863,pr,curitiba,2700.0,550.0,14.0,120.0,3.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
17842,pb,joao-pessoa,2300.0,0.0,0.0,72.0,3.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
13244,rs,porto-alegre,750.0,145.0,324.0,56.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10958,sc,florianopolis,1800.0,400.0,120.0,55.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1179,mg,belo horizonte,1090.0,398.0,107.0,67.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1018,mg,belo horizonte,1500.0,280.0,78.0,60.0,2.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15304,ce,fortaleza,1600.0,880.0,117.0,120.0,2.0,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1
2955,df,brasilia,1500.0,481.0,35.0,23.0,1.0,0.0,1.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10155,ba,salvador,800.0,400.0,43.0,53.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18502,se,aracaju,1100.0,800.0,0.0,70.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0
12998,rs,porto-alegre,3550.0,451.0,218.0,92.0,3.0,1.0,4.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3371,mt,cuiaba,2500.0,850.0,1.0,98.0,3.0,2.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2400,df,brasilia,1100.0,50.0,24.0,55.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6945,rj,rio-de-janeiro,2700.0,1400.0,416.0,126.0,3.0,0.0,4.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4646,sp,sao-paulo,1150.0,365.0,197.0,65.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
17345,pe,recife,2500.0,800.0,270.0,140.0,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
6006,rj,rio-de-janeiro,2499.0,896.0,225.0,83.0,2.0,1.0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,df,brasilia,892.0,457.0,155.0,72.0,2.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14315,pr,curitiba,1500.0,0.0,21.0,34.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
18392,pb,joao-pessoa,1300.0,600.0,0.0,82.0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
19429,es,vitoria,1300.0,480.0,45.0,56.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
2075,ms,campo-grande,4800.0,591.0,644.0,144.0,1.0,2.0,5.0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
5425,sp,sao-paulo,1650.0,515.0,25.0,36.0,1.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
949,mg,belo horizonte,2100.0,700.0,153.0,98.0,3.0,2.0,3.0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
4496,sp,sao-paulo,5404.0,1873.0,323.0,52.0,1.0,0.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
15145,ce,fortaleza,1200.0,300.0,0.0,70.0,3.0,1.0,3.0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
2991,df,brasilia,9500.0,2400.0,0.0,280.0,4.0,3.0,6.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
12634,rs,porto-alegre,620.0,225.0,25.0,40.0,1.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,pi,teresina,1000.0,380.0,259.0,71.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
332,mg,belo horizonte,1650.0,336.0,159.0,95.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15817,ce,fortaleza,350.0,30.0,0.0,40.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,ms,campo-grande,1000.0,300.0,75.0,50.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17205,pe,recife,3000.0,0.0,0.0,53.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5604,pi,teresina,2500.0,255.0,0.0,62.0,1.0,1.0,1.0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0
6290,rj,rio-de-janeiro,8000.0,2730.0,0.0,330.0,5.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11762,ma,sao-luis,1100.0,0.0,0.0,70.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,sc,florianopolis,200.0,0.0,0.0,38.0,1.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17615,pe,recife,1600.0,0.0,0.0,75.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
7698,go,goiania,1600.0,260.0,451.0,42.0,1.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
13708,pr,curitiba,1380.0,310.0,0.0,41.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,pi,teresina,750.0,202.0,228.0,62.0,3.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1
11140,sc,florianopolis,1800.0,625.0,82.0,69.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,rs,porto-alegre,3800.0,900.0,110.0,114.0,3.0,2.0,2.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
13627,pr,curitiba,2200.0,465.0,91.0,62.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
14957,ce,fortaleza,2500.0,500.0,0.0,75.0,2.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
321,mg,belo horizonte,1800.0,550.0,154.0,110.0,3.0,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12387,rs,porto-alegre,1500.0,530.0,52.0,68.0,2.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
5635,pi,teresina,850.0,230.0,0.0,58.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16409,pe,recife,1700.0,0.0,0.0,40.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9855,ba,salvador,1600.0,760.0,160.0,39.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1
8765,ba,salvador,2000.0,568.0,60.0,95.0,3.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13524,pr,curitiba,1680.0,680.0,125.0,111.0,3.0,2.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15984,ce,fortaleza,650.0,180.0,68.0,70.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16175,ce,fortaleza,599.0,50.0,0.0,60.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11886,ma,sao-luis,1800.0,0.0,0.0,85.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4630,sp,sao-paulo,3000.0,900.0,90.0,65.0,3.0,1.0,2.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
7254,rj,rio-de-janeiro,1900.0,1300.0,165.0,66.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
4878,sp,sao-paulo,1800.0,600.0,0.0,60.0,2.0,1.0,1.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18890,rn,natal,850.0,450.0,115.0,55.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
14332,pr,curitiba,2300.0,300.0,0.0,64.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18144,pb,joao-pessoa,1500.0,344.0,0.0,47.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,sp,sao-paulo,6150.0,1182.0,217.0,66.0,1.0,1.0,2.0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
15548,ce,fortaleza,450.0,0.0,57.0,50.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4359,sp,sao-paulo,1200.0,603.0,120.0,40.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2290,df,brasilia,2850.0,587.0,56.0,67.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
948,mg,belo horizonte,2190.0,450.0,177.0,45.0,1.0,1.0,1.0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
15234,ce,fortaleza,1200.0,0.0,0.0,95.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16461,pe,recife,1600.0,0.0,0.0,72.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,rj,rio-de-janeiro,1800.0,517.0,174.0,80.0,2.0,2.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
3538,mt,cuiaba,800.0,380.0,46.0,58.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13577,pr,curitiba,2050.0,428.0,152.0,90.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10317,sc,florianopolis,3600.0,500.0,200.0,82.0,3.0,2.0,2.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
5228,sp,sao-paulo,2500.0,680.0,123.0,65.0,2.0,1.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
10063,ba,salvador,4500.0,800.0,200.0,60.0,1.0,1.0,1.0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1
8510,go,goiania,950.0,350.0,0.0,44.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13172,rs,porto-alegre,1450.0,250.0,40.0,53.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15468,ce,fortaleza,600.0,50.0,15.0,45.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,ba,salvador,1000.0,240.0,40.0,40.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,mt,cuiaba,2600.0,1000.0,0.0,154.0,3.0,2.0,4.0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1
4227,sp,sao-paulo,2500.0,386.0,38.0,57.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252,mg,belo horizonte,1600.0,0.0,0.0,90.0,2.0,1.0,2.0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
19330,rn,natal,1350.0,0.0,0.0,80.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18374,pb,joao-pessoa,200.0,0.0,0.0,60.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
17814,pb,joao-pessoa,1250.0,0.0,0.0,60.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7245,rj,rio-de-janeiro,1300.0,420.0,98.0,82.0,2.0,1.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,sp,sao-paulo,1700.0,734.0,30.0,97.0,3.0,2.0,3.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3691,mt,cuiaba,1800.0,1600.0,0.0,180.0,4.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
17724,pe,recife,3000.0,0.0,0.0,115.0,4.0,2.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
12344,rs,porto-alegre,2400.0,438.0,72.0,61.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
6187,rj,rio-de-janeiro,2000.0,1100.0,1500.0,70.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8952,ba,salvador,3030.0,0.0,0.0,70.0,2.0,1.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
9042,ba,salvador,2800.0,0.0,0.0,95.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13816,pr,curitiba,900.0,550.0,60.0,85.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6393,rj,rio-de-janeiro,6000.0,770.0,407.0,115.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,df,brasilia,1100.0,380.0,150.0,31.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,sp,sao-paulo,4150.0,976.0,268.0,72.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
10456,sc,florianopolis,2200.0,581.0,102.0,63.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1839,am,manaus,7500.0,0.0,0.0,164.0,3.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10632,sc,florianopolis,2100.0,400.0,106.0,80.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5239,sp,sao-paulo,2200.0,520.0,0.0,52.0,2.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
17341,pe,recife,2500.0,0.0,0.0,140.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13999,pr,curitiba,1400.0,717.0,74.0,111.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
14827,ce,fortaleza,2750.0,625.0,2050.0,120.0,3.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
17518,pe,recife,1800.0,0.0,0.0,42.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
10126,ba,salvador,3559.0,1025.0,0.0,113.0,2.0,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
12490,rs,porto-alegre,2450.0,478.0,150.0,73.0,2.0,2.0,2.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7391,pa,belem,1500.0,510.0,0.0,76.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13806,pr,curitiba,1200.0,0.0,40.0,56.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5399,sp,sao-paulo,1700.0,480.0,12.0,60.0,2.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
762,mg,belo horizonte,1000.0,240.0,0.0,80.0,3.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14493,pr,curitiba,1500.0,448.0,65.0,90.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,mg,belo horizonte,3600.0,1050.0,600.0,115.0,3.0,3.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2442,df,brasilia,1150.0,290.0,128.0,66.0,3.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17349,pe,recife,2400.0,660.0,0.0,80.0,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17123,pe,recife,1450.0,980.0,120.0,139.0,3.0,2.0,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8829,ba,salvador,2700.0,512.0,102.0,92.0,3.0,2.0,3.0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
6994,rj,rio-de-janeiro,1600.0,478.0,84.0,49.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2754,df,brasilia,3900.0,0.0,0.0,120.0,3.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13163,rs,porto-alegre,1000.0,244.0,28.0,45.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12463,rs,porto-alegre,2500.0,600.0,122.0,73.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
11430,sc,florianopolis,1780.0,350.0,0.0,31.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
4077,sp,sao-paulo,2500.0,680.0,180.0,86.0,3.0,2.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11068,sc,florianopolis,2300.0,690.0,84.0,66.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10170,ba,salvador,3100.0,0.0,0.0,40.0,1.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
18538,se,aracaju,800.0,230.0,625.0,78.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6560,rj,rio-de-janeiro,2200.0,1230.0,230.0,73.0,1.0,1.0,1.0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1
8337,go,goiania,800.0,320.0,0.0,85.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10715,sc,florianopolis,340.0,280.0,522.0,85.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8238,go,goiania,900.0,582.0,140.0,100.0,3.0,1.0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9977,ba,salvador,1100.0,614.0,56.0,45.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
245,mg,belo horizonte,1300.0,340.0,96.0,70.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6418,rj,rio-de-janeiro,1300.0,400.0,41.0,58.0,2.0,0.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5063,sp,sao-paulo,6700.0,1000.0,175.0,77.0,2.0,1.0,2.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
18069,pb,joao-pessoa,1300.0,1000.0,0.0,159.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12759,rs,porto-alegre,3000.0,600.0,150.0,135.0,3.0,2.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
